Winner,Welo,Belo,turncount,PawnAdv10,KnightAdv10,BishopAdv10,RookAdv10,QueenAdv10,PawnAdv20,KnightAdv20,BishopAdv20,RookAdv20,QueenAdv20,PawnAdv30,KnightAdv30,BishopAdv30,RookAdv30,QueenAdv30,PawnAdv,KnightAdv,BishopAdv,RookAdv,QueenAdv,nool
D,2705,2595,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-7,-1,-1,
W,2705,2527,115,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,6,2,0,-1,0,
W,2705,2580,111,1,0,0,0,0,2,-1,0,0,0,2,-7,7,0,0,18,-10,8,-1,-1,
D,2705,2679,32,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,0,0,1,
D,2705,2649,43,0,0,0,0,0,1,0,0,0,0,0,3,-1,0,0,-1,3,-1,0,0,
D,2705,2715,67,0,0,0,0,0,-1,10,-9,0,0,-10,20,-19,0,0,-33,44,-45,0,-1,
D,2705,2590,23,0,0,0,0,0,0,0,0,0,0,999,999,999,999,999,0,0,0,0,0,
W,2705,2445,69,-1,0,0,0,0,-1,0,0,0,0,3,0,0,0,0,43,-6,-13,14,0,
W,2705,2460,83,-3,0,0,0,0,-5,0,0,0,0,-5,-9,10,0,0,-25,-62,64,0,1,
W,2705,2480,91,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-76,64,1,4,0,
W,2705,2612,81,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,-2,0,-1,0,
D,2705,2715,186,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,128,1,-5,2,-1,
D,2705,2631,115,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,80,-36,76,-50,-3,
D,2705,2535,48,0,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,-2,1,0,1,0,
D,2705,2489,42,1,0,0,0,0,1,1,0,0,0,0,-8,8,0,0,0,-16,17,0,0,
D,2705,2530,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,69,-69,2,-1,
W,2705,2658,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-56,-50,1,45,0,
D,2705,2715,88,0,0,0,0,0,-1,10,-9,0,0,-1,21,-19,0,0,-1,22,-22,-1,-1,
D,2705,2715,141,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,101,100,-99,-1,1,
W,2705,2580,74,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,28,62,-60,1,0,
D,2705,2465,82,0,0,0,0,0,-1,6,-7,0,0,-1,16,-17,0,0,-1,67,-68,1,1,
D,2705,2668,179,-5,0,0,0,0,-6,0,0,0,0,-6,0,0,0,0,-45,18,-20,1,1,
D,2705,2733,45,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,
W,2705,2650,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,-4,-44,47,-1,
W,2705,2525,99,-1,0,0,0,0,-1,0,0,0,0,5,0,0,0,0,125,96,-98,4,0,
W,2705,2740,63,0,0,0,0,0,13,-3,0,0,-1,23,3,-5,0,-1,38,36,-38,0,-1,
W,2705,2546,77,-1,0,0,0,0,-2,-1,0,0,0,-2,-1,0,0,0,-5,14,-16,0,0,
B,2705,2565,158,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-61,81,-122,39,0,
D,2705,2625,52,0,0,0,0,0,1,-1,0,0,0,0,-1,1,0,0,-2,-1,0,0,1,
W,2705,2200,201,-1,0,0,0,0,-1,2,-1,0,0,-2,12,-11,0,0,121,184,-172,1,1,
D,2705,2715,42,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,0,0,-1,
D,2705,2613,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,
W,2705,2490,55,-1,0,0,0,0,-1,-1,0,0,0,-1,7,-7,0,0,2,32,-32,0,0,
W,2705,2374,105,0,0,0,0,0,5,0,0,0,0,5,8,-7,0,0,89,22,-22,0,-1,
W,2705,0,35,-1,0,0,0,0,1,0,0,0,0,2,1,2,0,0,7,0,7,0,0,
W,2705,2600,145,-1,1,0,0,0,-1,1,0,0,0,-1,-4,6,0,0,-37,-86,88,4,-1,
W,2705,2255,125,-1,0,0,0,0,-1,1,0,0,0,-1,3,-3,0,0,78,98,-92,-1,1,
W,2705,2712,109,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,103,-32,-49,56,-1,
W,2705,2605,73,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,35,-3,7,-1,0,
D,2705,2565,33,-1,0,0,0,0,-1,-1,0,0,0,0,-11,10,0,0,0,-14,13,0,0,
D,2705,2480,140,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,2,2,-1,
D,2705,2660,37,-1,0,0,0,0,-1,0,0,0,0,-4,0,0,1,0,-4,-1,1,1,0,
D,2705,2734,187,0,0,0,0,0,0,0,0,0,0,0,8,-8,0,0,-196,55,-24,0,-1,
D,2705,2635,62,-1,0,0,0,0,-4,-5,4,0,0,-14,-15,14,0,0,-11,-52,45,0,0,
D,2705,2740,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,-1,
D,2705,2590,37,-1,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-2,1,1,0,0,
W,2705,2560,80,-1,1,0,0,0,-1,0,0,0,0,-1,-10,10,0,0,-2,-60,60,0,1,
D,2705,2692,136,0,0,0,0,0,0,0,0,0,0,2,-5,4,0,0,-96,-8,57,1,-1,
D,2705,2590,50,-1,0,0,0,0,-1,0,0,0,0,-1,5,-3,0,0,-1,5,-4,0,1,
D,2705,2635,72,-1,0,0,0,0,-2,2,0,0,0,-9,12,-9,0,0,6,37,-50,-12,0,
D,2705,2760,139,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-69,-93,94,-1,0,
B,2705,2620,110,1,0,0,0,0,1,0,-1,0,0,1,0,-1,0,0,-77,-1,-2,66,-33,
W,2705,2560,67,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-18,3,1,0,1,
W,2705,2575,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,56,-50,-3,0,
D,2705,2550,88,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,-7,4,0,-3,0,
D,2705,2615,72,0,0,0,0,0,-1,0,0,0,0,-1,9,-7,0,0,-1,14,-13,0,0,
D,2705,2715,42,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,
W,2705,2740,80,-1,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,4,-36,11,20,-1,
W,2705,2610,101,0,0,0,0,0,-3,-5,4,0,1,-12,-14,14,0,1,31,-54,51,-1,1,
D,2705,2617,117,0,0,0,0,0,1,-7,6,0,0,1,-17,16,0,0,46,-98,94,0,0,
D,2705,2430,74,0,0,0,0,0,0,-7,6,0,0,0,-17,16,0,0,0,-62,60,2,0,
D,2705,2600,110,0,-1,0,0,0,0,-1,0,0,0,1,-6,4,0,0,-5,-56,56,0,0,
D,2705,2499,106,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,-47,-26,37,0,-1,
D,2705,2630,46,0,0,0,0,0,-1,0,1,0,0,-1,-1,1,0,0,0,-1,1,0,0,
D,2705,2685,80,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,-16,31,16,-11,-1,
W,2705,2615,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-27,-5,0,7,
D,2705,2510,48,-1,0,0,0,0,9,-1,0,0,0,20,-4,0,0,0,25,-4,0,-1,1,
W,2705,2467,55,-1,0,0,0,0,-1,-7,6,0,0,-1,-17,16,0,0,6,-47,46,-1,0,
B,2705,2715,64,0,0,0,0,0,1,3,0,0,-1,1,3,0,0,-1,12,3,-1,0,-1,
D,2705,2600,31,-1,0,0,0,0,-1,2,-1,0,0,-1,11,-11,0,0,-1,11,-11,0,0,
W,2705,2505,79,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,-27,19,-1,0,
D,2705,2545,76,-1,0,0,0,0,-1,1,0,0,0,5,-6,8,0,0,14,-16,13,3,1,
W,2705,2472,65,0,0,0,0,0,1,0,-1,0,0,1,1,-1,0,0,4,-24,24,1,0,
D,2705,2645,30,0,0,0,0,0,0,10,-9,0,0,0,11,-11,0,0,0,11,-11,0,0,
W,2705,2602,169,-1,0,0,0,0,-2,0,0,0,0,-4,-7,4,0,0,130,-106,144,-1,-1,
W,2705,2615,73,1,0,0,0,0,1,10,-9,0,0,0,20,-19,0,0,57,46,-45,1,0,
B,2705,2673,78,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,1,-14,23,-11,0,
W,2705,2663,61,0,0,0,0,0,1,-1,0,0,0,1,-1,0,0,0,11,-4,-12,0,0,
W,2705,2663,63,-1,0,0,0,0,-1,0,0,0,0,2,-7,6,0,0,22,-23,23,0,0,
W,2705,2514,99,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,71,-6,-7,5,-1,
D,2705,2715,42,-1,0,0,0,0,-1,0,0,0,0,-1,0,-3,0,0,-1,0,-3,-1,0,
W,2705,2615,70,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-22,-1,11,1,0,
W,2705,2650,109,0,0,0,0,0,1,4,-3,0,0,1,14,-13,0,0,-22,64,-64,-1,0,
W,2705,2317,85,0,0,0,0,0,0,0,0,0,0,0,8,-8,0,0,62,76,-63,-13,0,
D,2705,2470,50,-1,0,0,0,0,-1,0,0,0,0,-1,0,-3,0,0,-1,1,-3,0,-1,
D,2705,2673,214,0,0,0,0,0,3,0,0,0,0,3,-4,4,0,0,262,-4,8,0,0,
D,2705,2672,107,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,-6,-63,60,2,-1,
D,2705,2740,40,0,0,0,0,0,6,0,0,0,0,6,-1,0,0,0,6,-1,0,0,0,
W,2705,2740,61,-1,0,0,0,0,-1,0,0,0,0,-2,-3,2,0,-1,-7,-2,3,0,-1,
W,2705,2330,47,0,0,0,0,0,5,-1,0,0,1,8,-1,0,0,1,25,-1,8,-8,1,
W,2705,2332,53,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-9,-2,11,0,
W,2705,2425,73,0,0,0,0,0,0,8,-7,0,0,4,18,-17,0,0,64,61,-59,1,0,
D,2705,2645,56,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-2,0,
D,2705,2545,40,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,0,-2,0,0,0,
D,2705,2440,95,6,0,0,0,0,11,0,0,0,0,11,3,-5,0,0,78,-12,16,-10,2,
D,2705,2640,83,0,-3,2,0,0,0,-13,12,0,0,-1,-23,22,0,0,-1,-76,76,-2,0,
B,2705,2733,116,-1,0,0,0,0,-1,-3,2,0,0,-1,-13,12,0,0,-152,-51,52,1,1,
D,2705,2575,63,-1,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,-2,-2,0,2,-1,
D,2705,2585,144,-7,0,0,0,0,-9,0,0,0,0,-9,0,0,0,0,-72,12,-14,2,1,
B,2705,2760,104,0,0,0,0,0,1,0,-1,0,0,2,0,-1,0,0,-16,-64,69,0,-4,
D,2705,2715,96,0,0,0,0,0,1,4,-3,0,0,2,14,-13,0,0,2,80,-78,1,1,
W,2705,2640,81,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,15,0,5,-4,0,
D,2705,2715,66,0,0,0,0,0,-1,0,-1,0,0,-10,3,-1,0,0,-16,33,-28,-3,1,
D,2705,2695,53,1,0,0,0,0,1,-5,4,0,0,1,-15,14,0,0,1,-17,15,1,1,
W,2705,2477,67,0,0,0,0,0,-4,0,0,0,0,-33,10,-1,0,0,-132,47,0,0,0,
D,2705,2693,93,-1,0,0,0,0,-2,0,0,0,0,-12,0,0,0,0,-21,26,-24,1,-1,
D,2705,2715,34,-1,0,0,0,0,-1,0,0,0,0,-6,-5,5,0,0,-7,-5,5,0,0,
D,2705,2570,51,4,0,0,0,0,12,0,0,0,0,7,10,-1,0,0,16,11,-1,0,-1,
D,2705,2605,82,-1,0,0,0,0,-6,0,0,0,0,-10,1,0,0,0,34,1,45,-47,0,
W,2705,1819,49,0,0,0,0,0,-1,0,0,0,0,-1,-5,6,0,0,15,-24,25,0,0,
W,2705,2620,57,-1,0,0,0,0,-1,-1,0,0,0,-4,-1,0,0,0,-77,-2,14,7,-1,
D,2705,2652,138,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,4,26,-28,1,-1,
W,2705,2615,75,-1,1,0,0,0,-2,1,-1,0,0,-10,5,-4,0,0,-11,50,-49,-1,1,
D,2705,2645,56,0,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,-1,0,1,0,1,-1,
W,2705,2630,169,0,0,-1,0,0,1,0,-1,0,0,1,0,-1,0,0,-19,-2,-2,2,0,
D,2705,2740,64,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,14,-1,2,0,-1,
D,2705,2565,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
D,2705,2663,75,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,7,-8,-6,1,-1,
D,2705,2715,30,-1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,0,0,-1,1,0,0,
D,2705,2635,53,-1,0,0,0,0,-1,1,0,0,0,0,1,0,0,0,12,2,19,-18,0,
W,2705,2537,85,-1,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,29,-4,0,1,0,
D,2705,2575,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,-5,0,0,
W,2705,2715,117,0,0,0,0,0,3,10,-9,0,0,10,11,-11,0,-1,77,10,-11,-1,-1,
W,2705,2590,71,0,0,0,0,0,-1,0,0,0,0,-3,2,-1,0,0,38,44,-41,1,-1,
B,2705,2729,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,-46,0,-2,0,
D,2705,2570,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
D,2705,2635,66,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,4,-3,0,0,
W,2705,2437,103,-1,0,0,0,0,-2,-1,0,0,0,-2,-4,3,0,0,75,-4,2,1,-1,
W,2705,2590,97,-1,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,22,-34,33,-1,-1,
W,2705,2405,85,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11,-12,1,0,
B,2705,2580,80,-1,0,0,0,0,-1,0,0,0,0,-1,-1,-1,0,0,-21,0,-1,0,1,
W,2705,2513,83,0,0,0,0,0,-4,-9,8,0,0,-4,-19,18,0,1,6,-71,70,-2,1,
W,2705,2620,79,-1,0,0,0,0,-1,0,0,0,0,-1,-7,6,0,0,30,-10,54,-46,0,
W,2705,2715,83,1,0,0,0,0,0,0,0,0,0,0,-1,2,0,0,18,-33,32,-2,0,
D,2705,2740,80,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-13,-2,3,-1,1,
W,2705,2613,182,6,0,0,0,0,17,0,0,0,0,27,0,0,0,0,105,-6,2,-1,-1,
D,2705,2620,66,-1,0,0,0,0,-1,0,0,0,0,-2,-3,2,0,-1,-23,-3,2,-1,-1,
B,2705,2585,72,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-3,-8,-8,11,0,
W,2705,2663,65,0,0,0,0,0,0,10,-9,0,0,0,20,-19,0,0,17,55,-54,1,0,
D,2705,2693,87,3,0,0,0,0,3,0,0,0,0,4,-1,0,0,0,9,0,2,1,1,
B,2705,2740,76,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,2,4,-10,-1,0,
D,2705,2740,58,-1,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,15,-3,3,-1,-1,
B,2705,2529,46,3,0,0,0,0,3,0,0,0,0,3,2,0,0,0,-10,11,9,0,0,
W,2705,2625,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,1,0,
D,2705,2772,101,-1,0,0,0,0,-1,0,1,0,0,-1,0,1,0,0,-17,-2,-3,0,0,
D,2705,2585,73,-1,0,0,0,0,-1,0,-1,0,0,-1,0,-1,0,0,-7,14,-14,1,-1,
D,2705,2715,81,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,2,0,-1,-1,
D,2705,2740,81,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-14,-27,20,8,0,
W,2705,2487,71,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-12,40,-41,0,0,
W,2705,2552,65,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,17,-5,1,0,0,
W,2705,2630,97,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,40,-1,0,1,1,
W,2705,2514,79,0,0,1,0,0,-1,0,1,0,0,-1,0,1,0,0,1,-3,1,0,-1,
W,2705,2593,105,0,0,0,0,0,0,-7,8,0,0,1,-17,18,0,0,-105,-30,83,11,-1,
D,2705,2435,52,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-8,-1,0,0,1,
D,2705,2709,57,0,0,0,0,0,2,-5,4,0,0,3,-13,11,0,0,1,-13,11,-2,0,
W,2705,2646,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-116,-11,70,-14,1,
W,2705,2591,89,0,0,0,0,0,-3,6,-5,0,0,-3,16,-15,0,0,16,58,-58,0,1,
W,2705,2460,43,0,0,0,0,0,0,0,-1,0,0,-2,3,-5,0,0,-9,2,-5,0,0,
D,2705,2590,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,34,-11,-11,1,
D,2705,2521,87,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,-28,10,2,8,-5,
D,2705,2715,72,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,3,2,4,-5,1,
D,2705,2615,64,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,-2,-1,-1,
W,2705,2715,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,54,-51,0,1,
W,2705,2560,71,1,0,0,0,0,5,0,0,0,-1,8,0,0,0,-1,41,-9,11,1,-1,
B,2705,2690,92,-3,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-6,20,-20,0,-1,
D,2705,2750,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-2,-1,
D,2705,2550,61,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-3,15,-15,-3,0,
D,2705,2467,35,0,0,0,0,0,0,5,-5,0,0,0,5,-5,0,0,0,5,-5,0,0,
W,2705,2610,91,1,0,0,0,0,1,-5,4,0,0,0,-15,14,0,1,39,-20,6,6,1,
W,2705,2617,93,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,60,34,-33,1,0,
D,2705,2605,137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,58,0,16,0,-1,
B,2705,2595,80,-1,0,0,0,0,-1,0,-1,0,0,0,1,-1,0,0,7,10,-20,-1,-1,
W,2705,2600,113,0,0,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,1,-4,2,1,-1,
D,2705,2740,81,0,0,0,0,0,6,0,0,0,0,6,2,-1,0,0,10,34,-44,-1,1,
D,2705,2620,70,-3,0,0,0,0,-6,0,0,0,0,-6,1,0,0,0,-9,-20,21,1,-1,
W,2705,2486,51,3,0,0,0,0,3,0,0,0,0,0,-1,8,0,0,-9,-4,50,7,-8,
D,2705,2634,39,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,-1,0,1,
D,2705,2605,34,0,0,0,0,0,1,-1,0,0,0,2,-1,0,0,0,2,-1,0,0,0,
W,2705,2535,79,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-2,2,0,1,0,
W,2705,2611,115,-7,0,0,0,0,-10,0,0,0,0,-13,0,1,0,0,48,-4,1,0,1,
D,2705,2740,90,0,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,-16,1,1,0,-1,
D,2705,2415,90,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,18,33,-31,1,1,
W,2705,2560,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,81,-80,0,1,
W,2705,2757,87,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,18,-41,38,8,0,
B,2705,2733,106,0,0,1,0,0,-1,0,1,0,0,0,3,2,0,0,-48,30,2,-28,0,
W,2705,2495,82,-1,0,0,0,0,-1,-1,0,0,0,5,7,-7,0,0,40,24,-22,-1,-1,
W,2704,2720,63,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,-2,-8,-18,25,0,
D,2704,2551,88,1,0,0,0,0,0,0,0,0,0,8,0,-1,0,0,56,-62,55,3,1,
D,2704,2619,70,0,0,0,0,0,-1,0,0,0,0,-4,-7,6,0,0,22,-10,8,0,-1,
W,2704,2123,38,1,0,0,0,0,1,0,0,0,0,5,10,-9,0,0,13,18,-16,0,0,
W,2704,2618,81,0,0,0,0,0,-1,0,0,0,0,-1,6,-5,0,0,11,36,-34,-1,0,
D,2704,2611,37,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,-1,0,0,
D,2704,2653,60,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-6,-2,1,-1,-1,
W,2704,2641,75,1,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,4,21,0,-26,13,
W,2704,2633,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,30,-39,13,0,
D,2704,2690,131,3,0,0,0,0,3,0,0,0,0,4,-1,0,0,0,29,-2,2,1,1,
W,2704,2579,65,0,0,0,0,0,0,0,0,0,0,0,2,-3,0,0,54,-13,-17,1,0,
D,2704,2640,47,0,0,0,0,0,-3,-5,6,0,0,4,-15,16,0,0,30,-15,17,0,0,
W,2704,0,49,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,13,-20,22,7,-6,
W,2704,2672,47,-1,0,0,0,0,-1,0,0,0,0,-4,0,2,0,-1,-7,-7,26,0,-1,
W,2704,2579,127,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,50,0,-2,0,-1,
D,2704,2813,77,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,10,36,-35,-1,-1,
W,2704,2582,77,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,8,-45,46,0,0,
W,2704,2410,71,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,7,3,-15,-11,13,
W,2704,2661,73,0,0,0,0,0,-2,0,0,0,0,-14,0,0,0,0,-79,-37,27,-22,11,
W,2704,2577,113,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,-7,-41,28,13,-1,
D,2704,2695,48,-3,0,0,0,0,-22,0,4,0,0,-60,1,13,0,0,-114,1,31,0,0,
W,2704,2543,83,0,0,0,0,0,0,0,0,0,0,-3,-5,5,0,0,-1,38,-37,2,0,
B,2704,2724,102,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-79,46,-64,13,2,
W,2704,2677,77,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-29,-32,40,-14,5,
D,2704,2572,43,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-1,8,-8,0,0,
B,2704,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63,75,-76,-2,-1,
D,2704,2587,113,0,-1,0,0,0,0,-11,10,0,0,0,-22,20,0,0,20,-76,75,1,-1,
D,2704,2593,98,0,0,0,0,0,-6,-1,0,0,0,-6,3,-3,0,0,-16,14,-13,-2,-1,
D,2704,2735,44,0,-1,0,0,0,-9,-1,0,0,0,-19,-1,0,0,0,-42,-1,1,0,0,
D,2704,2681,94,-1,0,0,0,0,-2,-3,2,0,0,-12,-5,5,0,0,-20,-8,4,1,1,
D,2704,2653,57,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,-6,10,1,1,
D,2704,2558,31,-3,0,0,0,0,-3,0,0,0,0,-3,-1,1,0,0,-3,-1,1,0,0,
W,2704,2627,57,0,0,0,0,0,-1,0,0,0,0,-2,8,-9,0,0,6,38,-38,-1,0,
W,2704,2523,83,0,0,0,0,0,0,0,0,0,0,6,-7,3,0,0,18,-60,56,1,1,
D,2704,2548,37,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,
W,2704,2615,75,-1,0,0,0,0,-1,0,0,0,0,-1,6,-8,0,0,38,12,-53,40,0,
W,2704,2646,69,-1,0,0,0,0,-1,0,-1,0,0,-2,0,-1,0,0,-29,16,-17,0,1,
W,2704,2640,83,0,0,0,0,0,-3,-5,6,0,0,-2,-15,16,0,0,39,-103,106,1,1,
W,2704,2583,107,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-5,2,-1,2,-1,
D,2704,2673,30,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,
W,2704,2555,129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,88,92,-81,0,-3,
W,2704,2643,123,0,0,0,0,0,-3,0,0,0,0,-3,-3,3,0,0,67,-4,3,2,0,
B,2704,2645,76,0,0,0,0,0,6,-3,0,0,0,26,-3,-9,0,0,97,18,-76,0,0,
D,2704,2480,156,-1,0,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,78,36,-94,1,1,
W,2704,2649,101,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,17,-23,22,2,-1,
B,2704,2588,62,0,0,0,0,0,-7,0,6,-5,0,-16,-1,16,-15,0,-67,15,33,-47,0,
D,2704,2724,61,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-4,2,1,0,0,
W,2704,2688,97,-5,0,0,0,0,-5,0,0,0,0,-8,0,0,0,0,-41,-40,44,12,1,
D,2704,2637,70,-1,0,0,0,0,-1,0,0,0,0,0,-5,5,0,0,-14,-5,21,0,0,
W,2704,2669,81,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-29,6,24,-42,19,
D,2704,2553,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-16,0,0,
D,2704,2534,81,0,0,0,0,0,2,0,0,0,0,2,-5,6,0,1,5,-55,58,0,1,
W,2704,2555,67,-1,0,0,0,0,2,-1,0,0,0,2,-1,0,0,0,-14,-11,-2,-9,11,
D,2704,2602,41,-1,0,0,0,0,-1,0,2,0,0,0,-10,12,0,1,0,-21,24,0,1,
D,2704,2549,52,0,0,0,0,0,1,2,-1,0,0,1,3,-3,0,0,0,3,-3,0,0,
W,2704,2481,99,4,0,0,0,0,11,1,0,0,0,14,1,0,0,0,90,10,16,-25,1,
B,2704,2838,58,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-19,-28,23,4,0,
W,2704,2613,83,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,87,80,-40,-34,0,
W,2704,2626,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,-22,0,0,31,
D,2704,2670,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,
D,2704,2602,71,0,0,0,0,0,-1,0,0,0,0,-1,-5,5,0,0,0,-7,8,-2,0,
D,2704,2601,33,0,0,0,0,0,0,2,-3,0,0,0,9,-11,0,0,0,9,-11,0,0,
W,2704,2715,109,1,0,0,0,0,-7,0,0,0,1,-18,3,0,-5,1,-39,82,71,-85,1,
W,2704,2526,77,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-21,-7,16,-3,-4,
