Winner,Welo,Belo,turncount,PawnAdv10,KnightAdv10,BishopAdv10,RookAdv10,QueenAdv10,PawnAdv20,KnightAdv20,BishopAdv20,RookAdv20,QueenAdv20,PawnAdv30,KnightAdv30,BishopAdv30,RookAdv30,QueenAdv30,PawnAdv,KnightAdv,BishopAdv,RookAdv,QueenAdv,nool
W,2704,2482,81,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,30,-44,46,1,0,
D,2704,2580,82,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,-27,-2,0,-1,1,
D,2704,2539,52,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,-1,-2,1,-1,
D,2704,2715,83,-4,0,0,0,0,-16,0,1,0,0,-26,0,1,0,0,-78,-49,48,-1,0,
D,2704,2601,41,0,0,0,0,0,0,-1,0,0,0,-2,-9,7,0,0,-2,-9,7,0,1,
W,2704,2479,71,-1,0,0,0,0,-1,1,0,0,0,-1,1,0,0,0,13,1,1,0,0,
W,2704,2501,75,0,4,-3,0,0,0,14,-13,0,0,1,24,-23,0,0,21,41,-40,0,0,
W,2704,2652,114,0,0,0,0,0,0,-3,1,0,0,0,-3,1,0,0,70,-3,0,-2,-1,
W,2704,0,95,0,0,0,0,0,10,0,1,0,0,20,0,1,0,0,43,-13,-13,14,1,
W,2704,2501,137,0,0,0,0,0,-3,0,0,0,0,-3,10,-9,0,0,193,-12,40,36,-44,
D,2704,2611,53,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,-12,-1,-10,0,
W,2704,2613,157,0,0,0,0,0,-3,0,0,0,0,-2,0,0,0,1,77,-119,116,4,1,
D,2704,2602,119,-1,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-69,-12,12,1,1,
D,2704,2670,137,1,0,0,0,0,1,0,0,0,0,1,-7,8,0,0,29,-50,52,-1,1,
D,2704,2641,87,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-7,2,0,-2,-1,
W,2704,2652,99,0,0,0,0,0,5,8,-9,0,0,5,18,-19,0,0,17,53,-56,-2,1,
D,2704,2653,85,-1,0,0,0,0,-8,-1,0,0,0,-6,-11,0,9,0,-25,-65,53,8,-1,
D,2704,2653,89,0,0,0,0,0,-1,0,0,0,0,-1,5,-3,0,0,16,5,2,-4,-1,
D,2704,2651,136,-1,0,0,0,0,-1,-1,0,0,0,-1,-11,10,0,0,-72,-46,44,1,1,
B,2704,2624,110,0,0,0,0,0,-7,-1,0,0,0,-9,-8,0,0,0,31,-14,69,-73,1,
W,2704,2635,89,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,51,1,-47,20,1,
D,2704,2613,57,6,0,0,0,0,11,0,0,0,0,11,0,0,0,1,7,-1,0,1,1,
D,2704,2563,97,0,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,11,-61,60,-1,1,
B,2704,2602,64,0,4,-3,0,0,10,14,-13,0,0,20,24,-23,0,0,67,59,-57,0,0,
W,2704,2740,91,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,15,0,1,1,1,
B,2704,2690,80,3,0,0,0,0,3,0,0,0,0,2,-1,0,0,0,43,-32,0,-2,0,
D,2704,2654,39,-3,0,0,0,0,-2,5,-9,0,0,-2,15,-19,0,0,-2,24,-25,0,0,
W,2704,2553,117,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,31,-43,44,0,0,
W,2704,2515,61,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,8,2,6,0,0,
D,2704,2474,36,0,0,0,0,0,1,-5,4,0,0,3,-16,14,0,0,9,-24,17,0,0,
W,2704,2630,95,0,0,0,0,0,-2,0,0,0,0,1,0,0,-1,0,63,-1,0,-2,-1,
D,2704,2720,33,-1,0,0,0,0,-1,0,0,0,0,-1,-9,8,0,0,-1,-12,11,0,0,
W,2704,2613,47,-3,0,0,0,0,-13,0,0,0,0,-29,1,0,0,0,-39,0,1,0,0,
W,2704,2527,78,-3,0,0,0,0,-5,10,-9,0,1,-5,20,-19,0,1,17,41,-44,-1,1,
W,2704,2614,87,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-1,19,-81,78,2,-1,
W,2704,2675,113,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,8,56,-61,0,1,
W,2704,2632,112,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-6,-4,98,-46,1,
W,2704,2648,59,0,0,0,0,0,0,0,0,0,0,0,8,-6,0,0,-7,24,-35,-10,11,
W,2704,2398,101,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,14,-13,-1,1,
W,2704,2648,57,1,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,2,-1,-1,0,0,
D,2704,2632,52,0,0,0,0,0,-5,0,0,0,0,-3,0,0,0,0,2,11,-12,0,0,
D,2704,2655,52,0,4,-3,0,0,-3,14,-12,0,0,-4,24,-22,0,0,-3,30,-30,0,0,
D,2704,2648,75,0,-1,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,-23,12,-11,-1,1,
W,2704,2533,59,-1,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-17,-8,5,0,0,
B,2704,2576,78,0,0,0,0,0,-1,0,0,0,0,-1,-5,5,0,0,14,43,-34,-1,0,
W,2704,2607,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74,30,-4,1,0,
W,2704,2745,103,0,4,-3,0,0,0,14,-13,0,0,0,24,-23,0,0,-24,29,-8,-2,-1,
D,2704,2599,87,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,
D,2704,2632,59,0,-3,2,0,0,0,-13,12,0,0,1,-23,22,0,0,7,-37,36,-1,-1,
D,2704,2629,21,0,-1,0,0,0,-9,-1,0,0,0,999,999,999,999,999,-10,-1,0,0,0,
D,2703,2683,35,3,0,0,0,0,2,0,0,0,0,2,5,-2,0,0,2,10,-7,0,0,
B,2703,2718,140,0,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-28,66,-66,2,-1,
D,2703,2713,49,0,0,0,0,0,1,0,0,0,0,1,0,-1,0,0,5,0,2,1,0,
D,2703,2750,59,1,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,5,2,-7,0,1,
D,2703,2538,97,0,0,0,0,0,0,-1,0,0,0,-5,-6,10,0,0,-11,-73,78,1,1,
D,2703,2650,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,6,-9,0,0,
D,2703,2666,73,0,4,-3,0,0,-5,14,-12,0,0,2,24,-22,0,0,-40,22,-22,3,1,
W,2703,2620,71,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,21,11,-11,1,-1,
B,2703,2697,84,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-34,0,2,-1,0,
W,2703,2739,105,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,-1,6,18,-12,7,-1,
D,2703,2809,61,0,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-2,-26,26,1,0,
B,2703,2742,72,1,0,0,0,0,9,0,0,0,1,14,0,0,0,1,29,25,-32,4,1,
W,2703,2100,69,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,20,6,-4,0,0,
B,2703,2734,70,-1,0,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,0,39,-24,14,0,-1,
D,2703,2741,49,0,0,0,0,0,2,0,0,0,0,5,1,0,0,0,-10,4,1,-7,1,
B,2703,2735,88,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-60,4,-5,-1,1,
D,2703,2582,39,0,0,0,0,0,0,-1,-1,0,0,-1,-1,-1,0,0,-1,-1,-1,0,0,
W,2703,2418,135,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,-17,-28,28,-1,-1,
D,2703,2739,81,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-6,-1,1,0,0,
W,2703,2747,105,-1,0,0,0,0,-6,1,0,0,0,-16,1,0,0,0,-40,0,-1,0,-1,
W,2703,2543,56,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,15,8,-8,-1,-1,
D,2703,2732,106,0,0,0,0,0,-3,0,0,0,0,-2,0,0,0,1,-4,48,-48,1,1,
B,2703,2717,92,6,0,0,0,0,17,0,0,0,0,27,0,0,0,0,88,77,-6,-46,-8,
W,2703,2693,101,0,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-37,66,-2,0,-1,
D,2703,2713,81,0,-1,0,0,0,0,-11,10,0,0,1,-21,20,0,1,-1,-46,46,2,1,
D,2703,2595,126,-1,0,0,0,0,-2,0,0,0,0,2,0,0,0,0,-77,48,-80,1,1,
W,2703,2735,150,-1,0,0,0,0,-1,0,0,0,0,-1,-3,3,0,0,21,-2,47,1,-1,
B,2703,2715,86,0,0,0,0,0,-1,0,0,0,0,-1,1,1,0,0,-10,2,2,-3,-1,
W,2703,2548,131,0,0,0,0,0,1,0,0,0,0,0,-1,2,0,0,61,-87,86,2,-1,
W,2703,2649,59,-3,0,0,0,0,-14,0,0,0,0,-24,0,0,0,0,-77,9,5,21,0,
W,2703,2249,64,0,0,0,0,0,-1,6,-4,0,0,-10,26,-24,0,0,-27,75,-72,0,-1,
W,2703,2447,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,42,-46,0,3,
W,2703,2700,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-26,32,32,-34,0,
W,2703,2546,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,20,-19,0,1,
D,2703,2664,137,0,0,0,0,0,0,4,-5,0,0,4,14,-15,0,0,-1,84,-166,82,-1,
D,2703,2655,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-8,17,-19,0,0,
B,2703,2742,78,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,-33,-49,51,3,0,
W,2703,2646,79,-1,0,0,0,0,-7,2,-3,0,0,-8,11,-13,0,0,20,12,-57,28,-1,
D,2703,2565,110,0,4,-3,0,0,0,14,-13,0,0,4,24,-23,0,0,158,46,-130,25,1,
D,2703,2649,75,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,-34,-12,1,13,1,
D,2703,2503,120,0,0,0,0,0,1,0,-1,0,0,0,0,-1,0,0,-3,-1,0,0,-1,
W,2703,2464,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,-68,70,-2,0,
D,2703,2697,41,-3,0,0,0,0,-13,0,1,0,0,-22,5,0,0,-1,-28,16,-11,0,-1,
W,2703,2687,55,0,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,-22,-1,-13,13,-1,
D,2703,2707,44,-3,0,0,0,0,-4,0,0,0,0,-4,9,-7,0,0,6,23,-20,0,0,
W,2703,2710,95,0,0,0,0,0,0,-5,4,0,0,-2,-15,14,0,0,19,-28,28,1,1,
W,2703,2654,111,0,0,0,0,0,0,10,-9,0,0,0,19,-19,0,0,16,18,-18,0,0,
D,2703,2742,81,1,0,0,0,0,9,0,0,0,-1,19,0,-1,0,-1,55,26,-30,-1,-1,
D,2703,2713,65,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,-1,0,-2,0,
W,2703,2644,65,0,0,0,0,0,-1,0,0,0,0,-1,8,-9,0,0,-21,43,-44,5,1,
B,2703,2475,62,0,0,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,-1,20,-26,0,0,
D,2703,2693,86,0,0,0,0,0,6,0,-1,0,0,7,0,-1,0,0,0,21,-20,1,1,
D,2703,2693,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,-6,11,-1,-1,
W,2703,2659,85,0,0,0,0,0,1,0,0,0,0,1,-9,8,0,0,24,-36,35,0,-1,
D,2703,2715,150,0,0,0,0,0,-1,0,0,0,0,2,1,0,0,0,-117,-28,-80,111,1,
D,2703,2741,38,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,1,-1,1,0,0,
D,2703,2649,63,0,0,0,0,0,1,0,0,0,0,1,1,-1,0,0,-42,6,-29,1,0,
D,2703,2707,143,-3,0,0,0,0,-22,0,4,0,0,-60,1,13,0,0,-393,0,126,2,1,
D,2702,2404,52,0,-1,0,0,0,0,-11,10,0,0,-4,-21,20,0,0,6,-21,4,0,0,
W,2702,2598,91,1,0,0,0,0,0,0,0,0,0,-2,3,-9,0,1,85,54,-56,-3,1,
D,2702,2626,43,0,-1,0,0,0,1,-11,10,0,0,1,-21,20,0,1,0,-33,34,0,1,
D,2702,2726,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-65,-18,50,1,
W,2702,2522,75,0,-1,0,0,0,-4,-9,10,0,0,-19,-18,20,0,0,-16,-63,64,0,0,
D,2702,2623,124,0,0,0,0,0,0,0,0,0,0,-2,6,-7,0,0,-1,48,-50,-2,0,
W,2702,2633,99,0,0,0,0,0,0,0,0,0,0,0,4,-4,0,0,-44,74,-73,-1,1,
D,2702,2673,69,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,3,10,-8,2,1,
D,2702,2643,38,2,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,-1,0,0,0,
W,2702,2493,137,-5,0,0,0,0,-8,0,0,0,0,-8,0,0,1,0,98,0,1,2,-1,
D,2702,2769,64,-1,0,0,0,0,-1,1,1,0,0,-1,0,1,0,-1,-25,0,-2,0,-1,
D,2702,2527,45,-1,0,0,0,0,-1,0,0,0,0,-3,2,0,0,0,-4,5,0,0,1,
D,2702,2516,96,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,30,-20,18,0,-1,
W,2702,2362,85,0,-1,0,0,0,0,-5,3,0,0,0,-5,3,0,0,-22,-4,-35,37,1,
D,2702,2596,80,0,-1,0,0,0,0,-11,9,0,0,2,-21,19,0,0,41,-48,69,-24,1,
D,2702,2374,143,-1,0,0,0,0,-1,4,-3,0,0,9,9,-13,0,0,328,14,-116,-1,-1,
W,2702,2682,145,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,55,14,-14,-1,1,
W,2702,2623,101,0,0,0,0,0,0,4,-5,0,0,0,14,-16,0,0,17,81,-82,0,-1,
D,2702,2633,110,0,0,0,0,0,3,-1,0,0,0,13,-1,0,0,0,16,52,-54,1,1,
W,2702,2610,91,0,0,0,0,0,0,-5,4,0,0,0,-14,14,0,0,-8,-64,63,1,-1,
W,2702,2633,108,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,25,38,-36,-1,1,
D,2702,2722,110,0,4,-3,0,0,0,14,-13,0,0,0,24,-22,0,0,2,56,-54,1,-1,
W,2702,2635,101,0,-1,0,0,0,0,-11,10,0,0,0,-21,20,0,0,-2,-56,57,-1,1,
D,2702,2689,71,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,3,-25,22,1,-1,
W,2702,2378,83,0,0,0,0,0,13,1,-1,0,0,33,1,-1,0,0,82,54,-14,27,1,
B,2702,2515,50,0,0,0,0,0,0,0,0,0,0,0,6,-4,0,0,-15,27,-26,0,0,
W,2702,2437,59,0,0,0,0,0,1,0,0,0,0,1,6,-4,0,0,1,54,-53,1,0,
D,2702,2755,53,-3,0,0,0,0,-11,0,1,0,0,-6,8,1,-9,0,-7,42,10,-32,0,
B,2702,2653,116,-1,0,0,0,0,-1,0,0,0,0,-8,5,0,0,1,-87,-18,21,-2,1,
D,2702,2581,17,0,0,0,0,0,999,999,999,999,999,999,999,999,999,999,0,0,0,0,0,
D,2702,2648,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
W,2702,2508,43,0,0,0,0,0,-7,0,-1,0,0,-16,0,-2,0,0,-17,-4,-15,3,0,
W,2702,2668,99,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-11,-30,-21,52,-1,
D,2702,2651,82,-1,0,0,0,0,-1,2,-1,0,0,-1,7,-7,0,0,35,7,-7,-1,1,
D,2702,2654,66,-3,0,0,0,0,-5,10,-9,0,1,-5,21,-19,0,1,-7,36,-35,1,1,
B,2702,2627,90,0,0,0,0,0,-1,0,0,0,0,-1,8,-7,0,0,-42,42,-40,2,-1,
D,2702,2685,53,-1,0,0,0,0,-1,1,0,0,0,-1,-6,8,0,0,18,-29,31,0,0,
W,2702,2523,59,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-37,1,1,0,-1,
D,2702,2748,36,-1,0,0,0,0,-1,10,-9,0,0,-2,17,-17,0,0,-2,19,-20,0,0,
D,2702,2536,21,-1,0,0,0,0,0,1,0,0,0,999,999,999,999,999,0,1,0,0,0,
D,2702,2520,84,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,-18,26,-28,-1,1,
D,2702,2734,26,-1,0,0,0,0,-1,0,0,0,0,999,999,999,999,999,-1,0,0,0,0,
D,2702,2661,85,0,0,0,0,0,0,0,1,0,-1,11,0,1,0,-1,67,1,0,1,-1,
D,2702,2630,45,-3,0,0,0,0,-5,10,-9,0,1,-5,20,-19,0,1,-4,35,-34,1,1,
W,2702,2659,115,0,0,0,0,0,0,0,0,0,0,1,6,-5,0,0,13,70,-68,-1,0,
W,2702,2692,55,-1,0,0,0,0,-1,0,0,0,0,1,-3,0,0,0,28,-3,0,0,0,
D,2702,2554,91,0,0,0,0,0,0,-3,2,0,0,-3,-7,5,0,0,-14,-6,6,0,1,
D,2702,2851,37,0,0,0,0,0,-7,0,0,0,0,-19,1,0,0,0,-33,1,0,0,0,
W,2702,2525,51,0,-3,2,0,0,0,-13,12,0,0,1,-23,22,0,0,-12,-26,27,0,-1,
W,2702,2632,49,-1,0,0,0,0,-1,0,-1,0,0,-1,10,-10,0,0,-3,21,-29,0,0,
W,2702,2752,85,3,0,0,0,0,3,0,0,0,0,2,-1,0,0,0,33,-8,10,0,-1,
W,2702,2582,89,0,0,0,0,0,0,-3,5,0,0,0,0,2,0,0,18,0,2,-1,-1,
D,2702,2602,64,0,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,-1,1,-1,0,-1,
D,2702,2746,56,1,0,0,0,0,1,-1,0,0,0,2,-1,0,0,0,3,0,1,0,-1,
D,2702,2653,35,-1,0,0,0,0,-1,6,-5,0,0,-1,16,-15,0,0,-1,21,-20,0,0,
W,2702,2656,109,-1,0,0,0,0,-1,0,0,0,0,-1,1,0,0,0,70,-63,66,1,-1,
W,2702,2395,81,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,22,-21,0,-1,
D,2702,2584,44,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,-11,-3,3,1,-1,
W,2702,2746,81,-3,0,0,0,0,0,0,0,0,-1,0,0,0,0,-1,-5,-52,38,12,-1,
B,2702,2715,130,0,0,0,0,0,0,0,0,0,0,0,-9,8,0,0,60,-106,55,-4,-1,
W,2702,2689,81,1,-1,0,0,0,0,-1,0,0,0,-9,-2,0,0,0,-44,-48,21,22,0,
D,2702,2758,77,-1,0,0,0,0,-1,-1,0,0,0,-1,9,-9,0,1,5,24,-22,0,0,
W,2702,2472,107,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,58,-57,-1,-1,
B,2702,2697,124,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,-242,36,8,33,-1,
D,2702,2599,71,0,0,0,0,0,-3,-1,2,0,0,-2,-11,12,0,0,27,-52,53,-1,-1,
W,2702,2566,81,-1,0,0,0,0,-1,0,0,0,0,-2,1,0,0,0,-3,26,-39,16,0,
D,2702,2661,54,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,-5,25,-23,1,1,
W,2702,2709,65,-1,0,0,0,0,-1,0,0,0,0,13,-7,0,0,0,15,-43,25,1,1,
D,2702,2604,37,0,-1,0,0,0,0,-11,10,0,0,-1,-21,20,0,0,-1,-28,27,0,0,
D,2702,2600,51,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,
W,2702,2597,119,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,15,-34,31,-1,-1,
D,2702,2551,59,-3,0,0,0,0,-3,0,0,0,0,-3,0,0,0,0,-7,1,0,1,0,
W,2702,2498,85,-1,0,0,0,0,-1,-1,0,0,0,-4,-12,10,0,0,-5,-69,13,-51,51,
D,2702,2743,55,0,4,-3,0,0,0,14,-13,0,0,0,23,-22,0,0,-22,23,-22,0,0,
D,2702,2668,168,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,-100,136,2,-14,
D,2702,2662,78,-3,0,0,0,0,-12,0,0,0,1,-20,-1,-1,0,1,-21,-1,0,-1,1,
W,2702,2606,91,-1,0,0,0,0,-1,0,0,0,0,-1,10,-9,0,0,41,10,-31,19,-1,
D,2702,2593,62,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,-6,-17,17,-1,-1,
W,2702,2485,53,0,0,0,0,0,0,0,0,0,0,1,-1,2,0,0,6,-7,9,-1,0,
D,2702,2633,123,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,92,-50,-2,-20,
B,2702,2663,110,0,0,0,0,0,-1,0,0,0,0,-8,0,6,2,-3,-237,77,89,81,-83,
D,2702,2633,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54,2,0,-1,0,
D,2702,2559,79,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,8,-6,-3,-1,
W,2702,2615,103,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,51,-4,-4,3,-1,
D,2702,2762,65,0,0,0,0,0,-5,0,0,0,0,-5,3,-3,0,0,-2,4,-3,-2,0,
D,2702,2602,89,-1,0,0,0,0,-5,0,0,0,0,-4,0,1,0,0,-3,2,2,-1,1,
D,2702,2647,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30,17,-7,-11,1,
W,2702,2456,75,0,0,0,0,0,-1,-1,0,0,0,9,-1,-1,0,0,11,-2,-8,10,1,
W,2702,2368,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11,-1,-1,0,0,
B,2702,2666,70,0,0,0,0,0,0,0,0,0,0,6,-1,0,0,0,-92,23,14,0,0,
D,2702,2536,128,0,0,0,0,0,0,-1,0,0,0,1,-11,10,0,0,-31,-80,86,0,-1,
D,2702,2540,39,0,0,0,0,0,-1,9,-9,0,0,-1,19,-19,0,0,-1,28,-28,0,-1,
B,2702,2669,44,0,0,0,0,0,3,-1,0,0,0,13,-1,0,0,0,27,3,15,-11,0,
D,2702,2445,30,0,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,
W,2702,2658,81,0,0,0,0,0,2,-1,0,0,0,2,-1,0,0,1,16,22,-23,1,1,
D,2702,2690,26,0,0,0,0,0,1,0,0,0,0,999,999,999,999,999,1,2,0,-1,0,
B,2702,2831,72,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,30,45,-15,-31,0,
W,2702,2570,85,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,60,1,1,1,0,
W,2702,2451,69,-1,0,0,0,0,-1,-1,0,0,0,-1,5,-5,0,0,4,14,-37,-5,0,
D,2702,2719,37,-3,0,0,0,0,-5,-1,2,0,0,-5,-11,12,0,0,-4,-15,15,0,1,
W,2702,2631,89,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,99,-35,60,-25,0,
W,2702,2418,74,-1,0,0,0,0,-1,0,0,0,0,-1,16,-16,0,0,58,104,-104,0,0,
W,2702,2591,62,-3,0,0,0,0,-13,0,1,0,0,-15,0,1,0,0,-29,11,4,0,0,
W,2702,2541,69,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,-8,-35,25,-7,9,
D,2702,2643,48,0,0,0,0,0,-9,-1,2,0,0,-10,-11,12,0,0,-13,-17,17,-1,-1,
B,2702,2646,104,-1,0,0,0,0,1,-3,0,0,0,10,-3,-6,0,0,69,-40,-98,-68,53,
W,2702,2413,99,0,0,0,0,0,0,0,0,0,0,2,0,-1,0,0,-38,10,-11,1,1,
W,2702,2529,121,-1,0,0,0,0,-1,0,0,0,0,-4,0,0,0,0,8,-1,-4,2,1,
D,2702,2677,47,-1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,-20,1,1,0,0,
D,2702,2789,71,0,-1,0,0,0,0,-11,10,0,0,1,-21,20,0,0,2,-62,61,-1,0,
D,2702,2646,111,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,6,10,-10,4,-1,
W,2702,2582,127,-1,0,0,0,0,-2,1,0,0,0,-2,1,1,0,0,100,0,0,-1,-1,
W,2702,2724,53,0,0,0,0,0,5,0,0,0,0,24,0,0,0,0,70,10,17,-22,0,
W,2702,2582,57,-1,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,17,11,-11,0,0,
W,2702,2532,31,-1,0,0,0,0,-1,2,0,0,0,-4,14,0,-9,0,-4,16,0,-10,0,
B,2702,2830,75,0,0,0,0,0,-3,-1,0,0,0,4,-1,0,0,0,-14,-10,46,-42,1,
W,2702,2649,79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,-67,39,1,0,
W,2702,2646,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,-25,7,0,
W,2702,2477,45,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,10,-3,3,0,0,
D,2702,2585,31,0,0,0,0,0,1,4,-3,0,0,2,14,-13,0,0,2,15,-14,0,0,
D,2702,2637,53,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,-1,1,0,-1,
B,2702,2412,100,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,66,-30,-4,-31,0,
D,2702,2633,77,0,-1,0,0,0,0,-11,10,0,0,-1,-21,20,0,0,-3,-49,46,-1,-1,
W,2702,2643,63,0,0,0,0,0,0,-7,6,0,0,0,-17,16,0,0,26,-58,39,8,1,
D,2702,2495,130,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,53,0,-6,4,-2,
D,2702,2606,81,0,0,0,0,0,0,-1,1,0,0,-1,-1,1,0,0,-3,-1,2,2,-1,
D,2702,2408,119,0,0,0,0,0,-1,10,-9,0,0,0,19,-19,0,0,37,19,-20,2,1,
B,2702,2718,96,3,0,0,0,0,3,0,0,0,0,2,0,0,0,0,-31,1,-44,44,1,
B,2702,2830,50,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-13,17,2,0,0,
W,2702,2677,83,-1,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,0,32,-6,1,-36,21,
D,2702,2635,49,0,0,0,0,0,1,0,0,0,0,-6,-9,8,0,0,-26,-28,27,0,0,
W,2702,2350,91,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,24,59,-57,-1,-1,
D,2702,2536,53,0,0,-1,0,0,1,0,-1,0,0,1,4,-4,0,0,1,15,-16,0,0,
W,2702,2711,121,-1,0,0,0,0,-1,4,-3,0,0,-2,14,-13,0,0,9,-2,2,-1,1,
B,2702,2524,96,-1,0,0,0,0,-1,0,0,0,0,-1,0,1,0,0,7,-28,28,0,-1,
B,2702,2838,116,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,104,58,-2,-75,-1,
B,2702,2647,82,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-31,-36,15,-22,24,
B,2702,2527,108,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,11,41,-38,0,0,
B,2702,2630,78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,-29,0,-1,0,
W,2702,2599,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,-18,1,0,
W,2702,2559,84,-1,0,0,0,0,-1,0,1,0,0,-1,0,1,0,0,26,22,-24,1,-1,
W,2702,2235,49,-1,0,0,0,0,-1,-1,0,0,0,-1,-1,0,0,0,-2,-7,5,0,0,
